tcID,ArtID,AName,Quote
1451,74,N230,"10. Giuseppe Aguyari (inmigrante italiano), ""Bote de pescador veneciano"" (1884). Donación Eduardo Schiaffino"
1452,74,N232,"11. Luca Giordano, ""Apoteosis de Judith"". Legado Adriano E. Rossi"
1453,74,N234,"12. Escuela de Guardi, ""Paisaje con ruinas"" (siglo XVIII). Legado Adriano E. Rossi"
1454,74,N236,"13. Ignacio Manzoni, ""Soldados bebiendo"". Legado Adriano E. Rossi"
1455,74,N238,"14. Giovanni Battista Moroni, ""Retrato de un arzobispo veneziano"". Legado Adriano E. Rossi"
1456,74,N240,"15. Copia de Pierre Paul Proud´hon, ""Cristo en la cruz"". Donación José P. de Guerrico"
1457,74,N242,"16. Ignacio Manzoni, ""Una batalla"". Legado Adriano E. Rossi"
1458,74,N244,"17. Escuela de Nicolás Poussin, ""Moisés erigiendo la serpiente de bronce"". Legado Adriano E. Rossi"
1459,74,N246,"18. Escuela flamenca, ""Paisaje"". Donación José P. de Guerrico"
1460,74,N248,"19. Jacques Courtois, ""Batalla entre turcos e hungaros"". Legado Adriano E. Rossi"
1461,74,N250,"20. Escuela de Warley, ""Paisaje con ruinas"". Legado Adriano E. Rossi"
1462,74,N252,"21. Ignacio Manzoni, ""Campamento"". Legado Adriano E. Rossi"
1463,74,N254,"22. Tito Aguyari (inmigrante italiano), ""Pablo y Virginia"". Donación Eduardo Schiaffino"
1464,74,N256,"23. Lucio Correa Morales (argentino), ""Oligario Andrade"" (1893). Donación del Ateneo"
1465,74,N258,"24. Mariano Agrelo (argentino), ""Estudio de Academia"" (Florencia 1860). Procedencia Museo Nacional de Historia Natural"
1466,74,N260,"25. Eduardo de Martino, ""Lipaci del mare. Acorazado Almirante Brown"" (Londres 1889). Donación del Ministerio de la Guerra"
1467,74,N262,"26. Escuela de Pannini, ""Paisaje con arquitectura"". Donación José P. de Guerrico"
1468,74,N264,"27. Félix Saturnine Brissot de Morville, ""El rebaño"". Legado Adriano E.Rossi"
1469,74,N266,"28. Ignacio Manzoni, ""Naturaleza muerta"". Donación Adriano E. Rossi"
1470,74,N268,"29. idem., ""Fraile leyendo"".Legado Adriano E. Rossi"
1471,74,N270,"30. Reynaldo Giúdici (argentino), ""La comida de los pobres"". Procedencia Ministerio de Instrucción Pública"
1472,74,N272,"31. Philip Roos, ""Paisaje con figuras y animales"". Legado Adriano E. Rossi"
1473,74,N274,"32. idem., ""Paisaje con figuras y animales"". Legado Adriano E. Rossi"
1474,74,N276,"33. Ignacio Manzoni, ""La viña"". Legado Adriano E. Rossi"
1475,74,N278,"34. E. Fontana, ""Paisaje"". Legado Adriano E. Rossi"
1476,74,N280,"34. E. Fontana, ""Paisaje"". Legado Adriano E. Rossi"
1477,74,N282,"34. E. Fontana, ""Paisaje"". Legado Adriano E. Rossi"
1478,74,N287,"1. Daniele Crespi, ""La presentación al templo en los brazos de Simeón"". Legado Adriano E. Rossi"
1479,74,N289,"2. Juan de Avellano, ""Jarrón de flores"". Legado Adriano E. Rossi"
1480,74,N291,"3. Antonio Mancini, ""Pensativa"". Donación Angela L. de Gallardo, José León Gallardo y Angel Gallardo"
1481,74,N293,"4. Massimo Taparelli, Marqués d´Azeglio, ""La Liga Lombarda contra Federico Barbarroja"". Legado Adriano E. Rossi"
1482,74,N295,"5. Pierre de Ryng, ""Frutas, flores, legumbres y accesorios"". Legado Adriano E. Rossi"
1483,74,N297,"6. F. Beluso, ""Conversación"". Legado Adriano E. Rossi"
1484,74,N299,"7. Pierre François Leroy, ""Paisaje de montaña"". Donación José P. de Guerrico"
1485,74,N301,"8. Imagen de origen jesuita, ""San Ignacio"", procedente de las ruinas de Misiones. Donación Juan B. Ambrosetti"
1486,74,N303,"9. Louis Eugène Lami, ""Serie de uniformes militares"" (1836). Donación Julio Dormal"
1487,74,N305,"10. Edmond LeBeau, ""Soldado de Rozas"" (Montevideo 1852). Donación Nicolás Schiaffino"
1488,74,N307,"11. Daniel Hernández, ""Academia de Hombre"" (Roma 1878). Donación Augusto Ballerini"
1489,74,N309,"12. Copia de Rafael Sanzio, ""La transfiguración"". Legado Adriano E. Rossi"
1490,74,N311,"13. Ignoto, ""Episodio de una vida de santo"".Legado Adriano E. Rossi"
1491,74,N313,"14. Ignacio Manzoni, ""Una cita"". Legado Adriano E. Rossi"
1492,74,N315,"15. Ignacio Manzoni, ""Santa Familia"". Legado Adriano E. Rossi"
1493,74,N317,"16. Théodore Rousseau, ""Un molino""; idem., ""Leñador haciendo fuego"". Donación Matea Vidich"
1494,74,N319,"18. Barthélemy de Bruyn, ""Adoración de los Reyes Magos"". Legado Adriano E. Rossi"
1495,74,N321,"19. Hyacinthe Rigaut, ""Retrato de una dama"". Donación Carlos Vega Belgrano"
1496,74,N323,"20. Copia de Guido Reni, ""Ecce homo"". Donación José P.de Guerrico"
1497,74,N325,"21. Jacobo Da Ponte, ""La cena"". Donación José P.de Guerrico"
1498,74,N327,"22. Ignacio Manzoni, ""Retrato de hombre"". Legado Adriano E. Rossi"
1499,74,N329,"23. Adriaan van Utrecht, ""Tobías y el angel"".Legado Adriano E. Rossi"
1500,74,N331,"24. Alfred Philippe Rolle, ""Retrato de Alexandre Dumas fils"". Donación Aristóbulo del Valle"
1501,74,N333,"25. Pridiliano Pueyrredón (argentino), ""Retrato de la Señorita Manuela Rosas"". Donación José P. de Guerrico"
1502,74,N335,"26. Ignacio Manzoni, ""La familia"". Legado Adriano E. Rossi"
1503,74,N337,"27. David Wilkie, ""Viejito leyendo"". Donación Aristóbulo del Valle"
1504,74,N339,"28. Théodule Ribaut, ""Cristo descendido de la cruz"". Legado Adriano E. Rossi"
1505,74,N341,"29. Adriaen van Ostade, ""Gresca en una taberna"". Donación José P. de Guerrico"
1506,74,N343,"30. Ignacio Manzoni, ""Turco fumando"". Legado Adriano E. Rossi"
1507,74,N345,"31. idem., ""Susana y los dos viejos"". Legado Adriano E. Rossi"
1508,74,N347,"32. José Miguel Valleja, ""Cabeza de mujer"". Donación Eduardo Schiaffino"
1509,74,N349,"33. Geraard van Hondhurst, ""Adoración de los pastores"". Legado Adriano E. Rossi"
1510,74,N351,"34. Escuela de Guido Reni, ""Aurora y Tyton"". Legado Adriano E. Rossi"
1511,74,N353,"35. Ignacio Manzoni, ""El bebedor"". Legado Adriano E. Rossi"
1512,74,N355,"36. Antonio Stevens Palamelis, ""Combate de caballería"". Legado Adriano E. Rossi"
1513,74,N357,"37. Alonso Sánchez Cuello, ""Retrato de una princesa"". Legado Adriano E. Rossi"
1514,74,N359,"38. Escuela de Tiépolo, ""Triúnfo de la religión"". Donación José P. de Guerrico"
1515,74,N361,"39. Ernest Charton, ""El velorio. Costumbres populares"" (Chile 1840). Donación José P. de Guerrico"
1516,74,N363,"40. Salvator Rosa, ""Alejandro en la tienda de Daria"". Legado Adriano E. Rossi"
1517,74,N365,"41. Filippo Cárcano, ""Pescadores en la playa"". Donación Angela L. de Gallardo, José León Gallardo y Angel Gallardo"
1518,74,N367,"42. Jean-Paul Laurens, ""Estudio"". Donación Eduardo Sivori"
1519,74,N369,"43. Joseph Gay, ""Retrato de mujer"". Donación Eduardo Schiaffino"
1520,74,N371,"44. Escuela de Nicolás Poussin, ""Indignación de Moisés ante la adoración del becerro de oro"". Legado Adriano E. Rossi"
1521,74,N373,"45. Giovanni Francesco Barbieri, ""Magdalena"". Donación Magdalena Dorrego de Ortiz Basualdo"
1522,74,N29,Sala 1
1523,74,N106,Sala 2
1524,74,N129,Sala 3
1525,74,N210,Sala 4
1526,74,N285,Sala 5
1527,74,,
1528,75,N26,"Buenos Aires, enero 23 de 1896"
1529,75,N28,Sr. D. Eduardo Schiaffino
1530,75,N30,Director der Museo Nacional de Bellas Artes
1531,75,N32,Distinguido Señor:
1532,75,N35,"Queriendo contribuir, en lo posible, a la realización del ideal de mi finado esposo, me impongo el deber de dirigir a Ud., director del Museo Nacional de Bellas Artes, una de sus producciones de más predilección, ""La vuelta al hogar"". Rogándole quiera aceptar la donación y tener la amabilidad de darle una humilde colocación."
1533,75,N43,"Sin otro objeto que el de confiar al importante Museo, tan competentemente dirigido, un recuerdo para mí de tanto aprecio, saludo al Director con mi consideración más distinguida,"
1534,75,N46,Valentina S. de Mendilaharzu
1535,75,,
1536,76,N25,"Buenos Aires, enero 23 de 1896"
1537,76,N27,Sra. Valentina S. de Mendilaharzu
1538,76,N29,Muy distinguida Señora:
1539,76,N32,"Recibo con profunda satisfacción el importante obsequio que generosamente ofreció Ud. al Museo Nacional de Bellas Artes; ello nos permitirá inaugurarlo - como todos nosotros sus amigos lo deseábamos - con una de las más bellas obras de nuestro malogrado artista Graciano Mendilaharzu, arrebatado tan pronto al cariño de los suyos y de las bien fundadas esperanzas de sus compatriotas. ""La vuelta al hogar"" será tan bien colocada como es bienvenida."
1540,76,N38,Saluda a Ud. con su mayor consideración
1541,76,N40,Eduardo Schiaffino
1542,76,,
1543,77,N32,"Bs. As., Julio 16 de 1895"
1544,77,N35,"Considerando que el tiempo transcurre sin que se cumpla la voluntad de los generosos donantes que legaron ó donaron al Estado sus Colecciones particulares, con el único objeto de que sirvieran de base á un Museo Nacional de Bellas Artes -cuya falta en la Capital de la República está en completo desacuerdo con el adelanto intelectual de la Nación- ; y dichas obras actualmente depositadoas lejos del acceso del público y otras esparcidas en distintas reparticiones de la Administración Nacional, aunque garantizadas de pérdida material, corren el riesgo de deteriorarse, privadas, como se hallan, del cuidado inmediato de personas técnicamente competentes; que urge poner al alcance de los estudiantes aquellas obras que son de patrimonio público, y es menester dotar á nuestro arte naciente de la institución oficial á que tiene derecho, para salvar del olvido y guardar en el tiempo las manifestaciones artísticas más interesantes de la inteligencia argentina,; atento á que El Ateneo ha recogido espontáneamente la iniciativa de los benméritos donantes Adriano E. Rossi y José Prudencio de Guerrico, y, junto con la ocasión de fundar en manera definitiva esta importante institución, ofrece desinteresadamente al P.E. el concurso de los valiosos elementos de su Sección de Pintura y Escultura, para la organización, instalación, nomenclatura y conservación del Museo; vistas las razones aducidas y el informe del Director de la Biblioteca, depositario de la mayor parte de estas obras,"
1545,77,N40, El Presidente de la República [resuelve]
1546,77,N42,1º Créase desde esta fecha el Museo Nacional de Buenos Aires
1547,77,N44,2º Nómbrese Director y Conservador al señor Eduardo Schiaffino
1548,77,N46,"3º El Director de la Biblioteca Nacional, señor Pablo Groussac, el Director del Museo Nacional, Dr. Carlos Berg y cuantas oficinas de la Nación posean pinturas, dibujos, esculturas y objetos de arte, propiamente dicho, que no formen parte de galerías especiales, los entregarán al Museo Nacional de Buenos Aires á su pedido y contra recibo."
1549,77,N48,"4º Entréguese al Director del Museo Nacionas de Bellas Artes hasta la suma de cinco mil pesos para gastos de instalación, seguridad, alquiler de local; debiendo imputarse la suma de tres mil pesos al inciso 22, ítem I y la de dos mil pesos al inciso 21, ítem 2 del presupuesto vigente del Departamento de Instrucción Pública. "
1550,77,N50,5º Dénse las gracias al Ateneo por la cooperación que presta a los poderes públicos.
1551,77,N52,"6º Comuníquese á quienes corresponda, publíquese á quienes corresponda, publíquese é insértese en el Registro Nacional."
1552,77,N55, Antonio Bermejo Uriburu
1553,77,,
1554,78,N32,"Basta ser hombre para amar la libertad, basta un momento de coraje para sacudir la esclavitud, basta que un pueblo se arme de cólera para derribar a los tiranos; pero la fuerza, la intrepidez o el mismo amor a la Independencia no bastan para asegurarla, mientras el error y la ignorancia presidan el destino de los pueblos, y mientras se descuide el fomento de las ciencias por entregarse a los desvelos que exige el arte necesario de la guerra. La América del Sud ha dicho que quiere ser libre, y lo será sin duda; el esfuerzo universal de un pueblo numeroso, de la energía de sus habitantes y el estado político de la Europa fundan la necesidad de este suceso. Triunfaremos del último resto de opresores, sí, triunfaremos: pero después de haberlos vencido, aun nos resta triunfar de nosotros mismos. Nos resta conocer lo que somos, lo que poseemos y lo que debemos adquirir: nos resta en fin, sacudir el fardo de preocupaciones, y absurdos, que hemos recibido en patrimonio..."
1555,78,N37,"Nada importaría que nuestro fertil suelo encerrase solos e inapreciables en los tres reinos de la naturaleza, si privados del auxilio de las ciencias naturales, ignoramos lo mismo que poseemos. Nada importaría que por nuestra posición geográfica pudiésemos emular a las potencias por respetables del globo, así para nuestras relaciones mercantiles, como para la defensa de nuestras costas, si no cultivásemos los conocimientos que apoyan la perfección de ambos ramos. Nada importaría, en fin, que un genio privilegiado, y un espíritu fecundo predispusiesen a los americanos de investigar los misterios de la naturaleza, los oráculos de la moral, y los profundos dogmas de la política, si la juventud no empezase a ensayar esa brillante disposición."
1556,78,,
1557,79,N32,"Este superior Gobierno no olvida promover aquellos establecimientos que, [...] auxiliados por los ciudadanos amantes del buen gusto, proporcionen en el momento ya cercano de nuestra Emancipación, también los medios de ascender al rango de los pueblos cultos... La observación de la naturaleza en nuestro continente, el reino mineral, vegetal y animal y en todos los artefactos, es sin duda, hoy una de las más dignas ocupaciones de los sabios de todo el mundo [...] que gozándose en el conocimiento y adquisición de los preciosos dones que nos sostenta nuestra Madre Patria, no dejaran de mirar sin asombro que la hayamos descuidado hasta aquí..."
1558,79,N37,"Varias consideraciones, como la idea de los útiles descubrimientos en que devendrá semejante investigación, ha movido este Gobierno, a dar principio al establecimiento en esta Capital de un Museo de Historia Natural..."
1559,79,N39,"Encargo pues a Vuestra Merced [...] que propenderá por su parte a dar las disposiciones convenientes para el acopio de todas las producciones, extrañas y privativas de este territorio, dignas de colocarse en aquel depósito; invitando a los ciudadanos que las posean a que con ellas hagan un presente que reconocerá este Gobierno con la mayor estimación [...] y deseando este Gobierno llegar a la posible perfección en el expresado establecimiento, le encarga igualmente que le suministre toda idea y contribuya a facilitar la adquisición de aquellas producciones, previniéndole que lo que se le entregue, deberá emitirlo por correo [...] por cuenta del Estado."
1560,79,,
1561,80,N33,"Buenos Aires, 31 de diciembre de 1823"
1562,80,N36,El encargado de la Biblioteca Pública ha instruido al Gobierno de los progresos que hace este Establecimiento y de la influencia real que él tiene en la ilustración del país. Esto fortifica la disposición a promover todos los ramos de que debe completarse y es en su virtud que el Gobierno ha acordado y decreta lo siguiente:
1563,80,N41,"1° El Bibliotecario propondrá oportunamente todas las medidas que conduzcan a acelerar el establecimiento del Museo del País, especialmente en todos los ramos de Historia Natural, Química, Artes y Oficios. "
1564,80,N43,"2° En el entretanto por el Ministro Secretario de Relaciones Exteriores y Gobierno, se tomarán las medidas acordadas por separado para obtener el acopio de objetos conducentes a este establecimiento. "
1565,80,N45,3° La Academia de Ciencias Exactas será encargada de formar una colección demostrativa de la geología del país y otra de las aves del mismo.
1566,80,N47,"4° La Academia luego de que acepte este encargo presentará a los profesores que nombre en comisión, el reglamento que debe regir a ésta y el programa correspondiente de gastos."
1567,80,N49,5° Por lo que respecta a conchas el Ministerio respectivo librará las órdenes e instrucciones necesarias al comando de Patagones para la formación de una colección.
1568,80,N51,"6° Se asigna para los gastos que ésto demande, el sobrante que resulte de la asignación hecha en el presupuesto de 1824 para la construcción del laboratorio y demás objetos que se detallan en esta partida, supliéndose el déficit; de los fondos destinados a gastos discrecionales."
1569,80,N53,7° El Ministro Secretario de Relaciones Exteriores y Gobierno queda especialmente encargado de la ejecución de este decreto que se comunicará a quienes corresponda e insertará en el Registro Oficial.
1570,80,N56,Firmado: Bernardino Rivadavia
1571,80,,
1572,81,N32,"El trabajo de reunir y organizar una Institución como la que tenemos el honor de dirigir, no llenaría el objeto que se tuvo en vista al fundarla, si careciese de una publicación que haga conocer lo que en ella existe, como también la manera como se ha obtenido, y la relación de lo que es y lo que representa."
1573,81,N37,"Formar un simple catálogo ilustrado no sería bastante, dada la índole de este género de trabajos, para llenar cumplidamente los propósitos que nos animan, por eso hemos preferido que la reproducción gráfica de cada objeto, vaya acompañada con una relación explicatoria de cuanto interese conocer y más o menos estensa, según la importancia del objeto, para dar al lector una idea cara de lo que se ha conseguido salvar del olvido, obligando así hasta la atención de los indiferentes."
1574,81,N39,"Desde los primeros días de su instalación teníamos el deseo de hacerlo y quizá se hubiera aun retardado por falta de elementos, si el señor Guillermo Kraft con un desinterés que lo recomienda, no se hubiera ofrecido a ser su editor."
1575,81,N41,"La creación del Museo Histórico es obra del patriotismo, como un homenaje de reparación a los hombres que se han distiguido por sus servicios al país satisfaciendo la aspiración de ver concentrados y conservados todos aquellos objetos que deben recordarse con estimación y con simpatía."
1576,81,N43,"Dos años han transcurrido desde el comienzo de semejante tarea y ya alcanza a 603 el número de Entrada sin que ello haya ocasionado gastos, debido a la buena voluntad y desprendimiento generoso de los donantes, que han manifestado en general el mismo patriotismo que alentara a sus deudos y mayores."
1577,81,N45,"Es en esta oportunidad, pues, que se harán conocer sus nombres para apreciarse cuan merecedores son de la consideración pública."
1578,81,N47,"También servirá para que los que por cualquier circunstancia no pueden concurrir al local en que los objetos se encuentran, tengan conocimiento de que en él se halla reunido cuanto es digno del recuerdo y la gloria de los Argentinos."
1579,81,N49,"Para llevar a cabo esta publicación, necesitamos el concurso de todos y es obedeciendo a este anhelo que su redacción será impersonal y tratando de elegir lo más completo que exista sobre cada uno de los objetos que verán la luz, con la firma de su autor."
1580,81,N51,Será pues la obra de todos y confiamos en el esfuerzo general para su mejoramiento y sostén.
1581,81,N54,La Dirección
1582,81,,
1583,82,N32,Retrato del General San Martín
1584,82,N34,No. 395 del Registro
1585,82,N36,Pintado por José Gil en Santiago de Chile el Año 1818
1586,82,N38,Mide 1 metro 10 centímetros de alto por 83 centímetros de ancho
1587,82,N41,Este cuadro fue enviado de Chile al Cabildo de Mendoza; posteriormente se colocó en el salon de la Legislatura hasta que el gobernador don Joaquín Villanueva lo obsequió al señor teniente-general Julio A. Roca quien lo ha donado al Establecimiento con fecha 29 de diciembre de 1890.
1588,82,N46,"Gil hizo dos más, uno por encargo de la Municipalidad de La Serena (Chile) donde aún existe, y otro que fué enviado al general Inzuriaga, Gobernador Intendente de la Provincia de Cuyo en esa época."
1589,82,N48,"Posteriormente, el aficionado Aquilino Ramírez, (mendocino) sacó una copia, de la que hoy es dueño el doctor Angel Justiniano Carranza. Tiene algunos agregados, pero en general, es igual á los anteriores."
1590,82,N50,"No obstante el poco mérito artístico de este retrato, es indudable su parecido con el original, pues el autor tenia reputacion de ser fisonomista y así lo acreditan otros retratos que hizo y que mas adelante publicaremos."
1591,82,N52,"SAN MARTÍN está con el uniforme de general de los Andes y el escudo de paño que ostenta en su pecho es el que usó provisionalmente, hasta que le hicieron el de diamantes acordado por el Gobierno de Chile que hoy está en el Museo. En la orla dice: La patria en Chacabuco, y en el centro: Al vencedor de los Andes y Libertador de Chile."
1592,82,,
1593,83,N32,"La Plata, enero 18 de 1886"
1594,83,N34,A S. S. 
1595,83,N36,Sr.Ministro de Obras Públicas Dr. D. Manuel B. Gonnet
1596,83,N39,"Dentro de pocos días estarán terminados algunos salones en el edificio que se construye para esta repartición y me permito solicitar de Ud. autorización para dar principio a la traslación de las colecciones del Museo, instalando primeramente en dichos salones las secciones para que están destinados y que son: la Geología, comprendiendo Paleontologías de la época terciaria, parte de la Paleontología pampeana y con éstas la galería de Anatomía comparada actual. Con estas secciones más sus respectivos laboratorios, pues deben prepararse grandes piezas, lo que no es posible hacer hoy por ser muy pequeñas las salas que ocupan. El resto de la colección paleontológica, la Zoología, la Arqueología y la Etnografía, podrán trasladarse antes del primer de abril próximo."
1597,83,N44,"Solicito esta autorización antes de que estén terminadas las secciones del edificio que se construye actualmente, porque el local provisorio es ya muy pequeño para contener las colecciones, las que grato me es decirlo, han progresado más de lo calculado, de tal manera que permiten creer que si las adquisiciones continuan haciéndose en la misma proporción, el Museo ""La Plata"" podrá ser abierto al público en el cuarto aniversario de la fundación de esta ciudad, ocupando el primer puesto en la República."
1598,83,N46,"Al mismo tiempo me permito indicar a Ud. la conveniencia que habría en completar el plan que tuvo el Exmo. Gobierno al fundar el Museo ""La Plata"" y que fue el de reunir, para su estudio provechoso, la historia del suelo de la República Argentina, y la de sus habitantes desde el más inferior hasta el hombre que la constituye, desde los tiempos más remotos hasta el día, creando alrededor del monumento que guarda las reliquias del pasado y del presente, el Jardín Botánico en que se cultiva la flor argentina, la exótica que sería útil plantar, y la sección de zoología viva. Así se pondrían al alcance de la observación diaria, todos los organismos cuyo estudio tenga aplicación más o menos importante en las distintas ramas de la investigación humana, para lo cual se presta admirablemente el sitio en que se ha construido el Museo. Dicho sitio fue elegido por el Exmo. Sr. Gobernador, con la intención de agregarle las secciones que hoy indico y poner a la vista de los habitantes de la provincia, el hermoso espectáculo de la historia completa de la naturaleza argentina, a través de las edades."
1599,83,N48,"Si el Exmo Gobierno resolviera autorizar la creación de estas secciones, podría destinarse a este objeto el triángulo formado por el Bulevar del Maestro, la calle que conduce a la Estancia, y que pasa al frente del lago del parque, y los terrenos situados frente al Observatorio de la Provincia en dirección al puerto. Dichos parajes tienen todas las condiciones deseables en las condiciones del suelo y climáticas para que puedan cultivarse casi todos los vegetales argentinos y los exóticos que convenga hacer entrar a formar parte de nuestra flora útil."
1600,83,N50,"Nuestro país por su situación geográfica prolongada a través de grados de latitud, por su orografía particular que comprende desde las bajas planicies hasta las montañas más altas, tiene en sus territorios fisonomías vegetales tan distintas desde las palmeras y helechos aramborescentes del trópico hasta las fuscias cuyas flores envejecen al caer, las blancanieves de los ventisqueros del sur, y los solemnes cipreses que rodean al lago patagónico, que un Jardín Botánico que se formara sólo de vegetales de la flora argentina, sería, además de su utilidad, el mejor ornamento de ""La Plata""."
1601,83,N52,El Jardín Zoológico también tendría elementos propios dignos de interés para el nacional y el extranjero y conservaría muchos seres que la civilización va extinguiendo y cuyo estudio es necesario para aclarar muchos puntos oscuros de la genealogía animal.
1602,83,N54,"En el triángulo citado podría plantarse un Jardín Botánico del tipo inglés, pinturesco, aprovechando los accidentes y las condiciones del suelo y los bosques septuales, enlazando (educando) en macizos deparados las distintas formaciones fitogeográficas argentinas, de manera que puedan tenerse reunidos los principales vegetales de cada provincia, siempre que esta distribución no afecte el bello paisaje del conjunto. En dichos mazicos y en dichos recuadros se establecerían las secciones zoológicas utilizándose con ese objeto el arrollado y el lago para los animales y plantas que tengan costumbres acuáticas. En los terrenos inmediatos al Observatorio puede establecerse el Jardín de Aclimatación y Propagación, donde al mismo tiempo que se cultiven las plantas útiles y de adorno de la República, se aclimataría todo vegetal estranjero útil a la industria y agradable a la vista y al espíritu. Esta sección proveería de árboles y plantas de adorno a los parques y jardines de la provincia. Indico para instalarla el local señalado porque las plantaciones so se elevarán nunca a una altura que dificulte los trabajos astronómicos, y para hacerlo he consultado al Señor Director de dicho establecimiento. Para el examen de lo que propongo a Ud. acompaño un croquis del Jardín Botánico con la indicación de los puntos en que se colocarían los animales, croquis que he confeccionado de manera a conservar la mayor parte de las flores que dan hoy tan lindo aspecto al parque. Además he tenido en cuenta la mayor economía, suprimiendo por ahora toda clase de desmontes, salvo pequeñas correcciones en el arrollado del suelo y en el lago; y previa consulta con el Sr. Director Ejecutivo de las obras puedo decir a Ud.que en la realización de este proyecto se utilizarían muchos materiales que posee el Exmo. Gobierno y que no tienen clasificación en este momento"
1603,83,N56,"Las principales obras que deberían ejecutarse por ahora, además de la traza de las calles del Jardín y su plantación, sería la construcción de algunos pequeños alambrados para los animales hervíboros, el arreglo del arroyuelo y de parte del lago, algunos enrejados para ciertos animales, en lo que se podrían emplear los materiales indicados, tres pajareras en divisiones para las aves granívoras, insectívoras y carnívoras, algunas pequeñas construcciones para animales cuya preparación sea útil para la provincia, una pileta para plantas acuáticas, principalmente para la gigante ""Victoria Cuziana"", un invernáculo bajo de vidrio, otro de madera y algunos pequeños cuadros de vidrio para multiplicación de plantas y semillas."
1604,83,N61,Para todas esas construcciones sería suficiente la suma de cinco mil pesos moneda nacional.
1605,83,N66,El personal del Jardín Botánico sería: un Jardinero Inspector que dirigiera no sólo el Jardín Botánico sino también las plantaciones que se hagan en la ciudad; este empleado tendríaun sueldo de 120 papel; un Jardinero ayudante con 60 -- ocho peones a 30 cada uno -- los guardianes que desempeñan las funciones de cuidador de los animales a 30 cada uno a 60 -- mantención de bidones 70 -- mantención del gabinete de la galería zoológica 50 -- para adquisición de macetas y otros útiles 100 -- total al mes papel 700.
1606,83,N68,"Y para gastos de instalación como compra de instrumentos de jardinería, carro, carretilla, bueyes y caballos - 200 papel."
1607,83,N70,"Para dar principio a la sección zoológica, tiene esta repartición algunas piezas interesantes que puedan servir de base; además los empleados del Museo, al mismo tiempo que hacen colecciones para las galerías tienen facilidades para obtener muchos ejemplares vivos, sin grandes gastos, lo que permitirá que pronto los visitantes al parque puedan tener una idea bastante exacta de los vertebrados vivos de la República."
1608,83,N72,"En cuanto al Jardín Botánico la realización podrá ser también inmediata, habiendo ya adquirido el Exmo. Gobierno la colección de plantas aclimatadas que representan parte del territorio argentino y los empleados del Museo recogerán también en sus excursiones materiales para su adelanto."
1609,83,N74,"Cuando estas dos secciones se hayan instalado, los alumnos del Colegio ""La Plata"", podrán estudiar prácticamente la historia natural en el Museo y en el Parque, lo que será indudablemente un progreso digno de señalarse y ellas propenderán también a que el amor por las cosas de la naturaleza se generalice, elevando así las condiciones intelectuales de la Provincia."
1610,83,N77,Dios guarde a Ud.
1611,83,N79,Francisco P. Moreno
1612,83,,
1613,84,N32,"La Plata, mayo 9 de 1886"
1614,84,N34,A S. S. el Ministro de Obras Públicas Dr. D. Manuel B. Gonnet
1615,84,N37,"Cumpliendo con la descripción constitucional, elevo a Ud. la memoria de esta repartición que comprende los trabajos desde el 1er de mayo de 1885 hasta la fecha. En el primer informe de igual fecha del año ppdo, es decir cuando el Museo de La Plata contaba sólo siete meses de existencia, no me fue posible dar detalles minuciosos sobre los objetos que lo formaban, por falta absoluta de tiempo, todo lo absorbía el trabajo de organización material indispensable en un establecimiento de esta clase recién fundado."
1616,84,N42,"La variedad de colecciones formadas en regiones distantes, en condiciones muchas veces penosas, donde falta todo elemento cómodo de estudio, necesitaban mucha investigación preliminal, para que la clasificación revistiera el puesto que les corresponde en el Museo; y si a esos trabajos de primera organización de las colecciones se agregan los muy numerosos objetos que se han recibido durante el año y con los cuales se ha seguido el mismo procedimiento, no es de extrañarse que no se haya podido elaborar un catálogo que comprenda las riquezas que posee el establecimiento. Esta operación hubiera distraido el reducido personal y también dada la variedad del material, no hubiera podido formarse con dicho catálogo un cuadro que fuera reflejo de la historia física y moral de la República Argentina."
